"YEAR","SAMPLE","SERIAL","HHWT","CLUSTER","CITY","STRATA","GQ","STREET","PERNUM","PERWT","RACE","RACED","MBPL","MBPLD","FBPL","FBPLD","OCC"
1900,190001,651841,19.64,1900006518411,5530,134924100000,1,"QUIMBY                                                                            ",1,19.64,1,100,410,41000,410,41000,80
1900,190001,651841,19.64,1900006518411,5530,134924100000,1,"QUIMBY                                                                            ",2,19.64,1,100,34,3400,34,3400,999
1900,190001,651842,19.64,1900006518421,5530,134924100000,1,"                                                                                  ",1,19.64,1,100,13,1300,411,41100,999
1900,190001,651842,19.64,1900006518421,5530,134924100000,1,"                                                                                  ",2,19.64,1,100,42,4200,453,45300,999
1900,190001,651842,19.64,1900006518421,5530,134924100000,1,"                                                                                  ",3,19.64,1,100,39,3900,5,500,999
1900,190001,651842,19.64,1900006518421,5530,134924100000,1,"                                                                                  ",4,19.64,1,100,39,3900,5,500,999
1900,190001,651843,19.64,1900006518431,5530,134924100000,1,"                                                                                  ",1,19.64,1,100,17,1700,39,3900,80
1900,190001,651843,19.64,1900006518431,5530,134924100000,1,"                                                                                  ",2,19.64,1,100,17,1700,21,2100,999
1900,190001,651843,19.64,1900006518431,5530,134924100000,1,"                                                                                  ",3,19.64,1,100,17,1700,17,1700,999
1900,190001,651844,19.64,1900006518441,5530,134924100000,1,"                                                                                  ",1,19.64,1,100,24,2400,51,5100,152
1900,190001,651844,19.64,1900006518441,5530,134924100000,1,"                                                                                  ",2,19.64,1,100,19,1900,19,1900,999
1900,190001,651845,19.64,1900006518451,5530,134924100000,1,"                                                                                  ",1,19.64,1,100,18,1800,39,3900,80
1900,190001,651845,19.64,1900006518451,5530,134924100000,1,"                                                                                  ",2,19.64,1,100,51,5100,39,3900,999
1900,190001,651845,19.64,1900006518451,5530,134924100000,1,"                                                                                  ",3,19.64,1,100,29,2900,27,2700,999
1900,190001,651845,19.64,1900006518451,5530,134924100000,1,"                                                                                  ",4,19.64,1,100,29,2900,27,2700,999
1900,190001,651845,19.64,1900006518451,5530,134924100000,1,"                                                                                  ",5,19.64,1,100,39,3900,39,3900,5
1900,190001,651846,19.64,1900006518461,5530,134924100000,1,"                                                                                  ",1,19.64,1,100,453,45300,453,45300,999
1900,190001,651846,19.64,1900006518461,5530,134924100000,1,"                                                                                  ",2,19.64,1,100,453,45300,453,45300,5
1900,190001,651846,19.64,1900006518461,5530,134924100000,1,"                                                                                  ",3,19.64,1,100,453,45300,453,45300,91
1900,190001,651846,19.64,1900006518461,5530,134924100000,1,"                                                                                  ",4,19.64,1,100,453,45300,453,45300,29
1900,190001,651846,19.64,1900006518461,5530,134924100000,1,"                                                                                  ",5,19.64,1,100,453,45300,453,45300,39
1900,190001,651847,19.64,1900006518471,5530,134924100000,1,"                                                                                  ",1,19.64,1,100,410,41000,410,41000,39
1900,190001,651847,19.64,1900006518471,5530,134924100000,1,"                                                                                  ",2,19.64,1,100,21,2100,51,5100,999
1900,190001,651847,19.64,1900006518471,5530,134924100000,1,"                                                                                  ",3,19.64,1,100,21,2100,410,41000,83
1900,190001,651847,19.64,1900006518471,5530,134924100000,1,"                                                                                  ",4,19.64,1,100,21,2100,410,41000,87
1900,190001,651847,19.64,1900006518471,5530,134924100000,1,"                                                                                  ",5,19.64,1,100,21,2100,410,41000,87
1900,190001,651847,19.64,1900006518471,5530,134924100000,1,"                                                                                  ",6,19.64,1,100,21,2100,410,41000,304
1900,190001,651847,19.64,1900006518471,5530,134924100000,1,"                                                                                  ",7,19.64,1,100,21,2100,410,41000,304
1900,190001,651848,19.64,1900006518481,5530,134924100000,1,"SAVIER ST                                                                         ",1,19.64,1,100,414,41400,414,41400,142
1900,190001,651848,19.64,1900006518481,5530,134924100000,1,"SAVIER ST                                                                         ",2,19.64,1,100,414,41400,414,41400,999
1900,190001,651848,19.64,1900006518481,5530,134924100000,1,"SAVIER ST                                                                         ",3,19.64,1,100,414,41400,414,41400,142
1900,190001,651848,19.64,1900006518481,5530,134924100000,1,"SAVIER ST                                                                         ",4,19.64,1,100,414,41400,414,41400,173
1900,190001,651848,19.64,1900006518481,5530,134924100000,1,"SAVIER ST                                                                         ",5,19.64,1,100,414,41400,414,41400,999
1900,190001,651849,19.64,1900006518491,5530,134924100000,1,"SAVIER ST                                                                         ",1,19.64,1,100,39,3900,18,1800,236
1900,190001,651849,19.64,1900006518491,5530,134924100000,1,"SAVIER ST                                                                         ",2,19.64,1,100,51,5100,18,1800,999
1900,190001,651849,19.64,1900006518491,5530,134924100000,1,"SAVIER ST                                                                         ",3,19.64,1,100,55,5500,26,2600,71
1900,190001,651850,19.64,1900006518501,5530,134924100000,1,"RALEIGH                                                                           ",1,19.64,1,100,39,3900,17,1700,79
1900,190001,651850,19.64,1900006518501,5530,134924100000,1,"RALEIGH                                                                           ",2,19.64,1,100,50,5000,50,5000,999
1900,190001,651850,19.64,1900006518501,5530,134924100000,1,"RALEIGH                                                                           ",3,19.64,1,100,25,2500,17,1700,999
1900,190001,651851,19.64,1900006518511,5530,134924100000,6,"SAVIER ST                                                                         ",1,19.64,1,100,426,42600,426,42600,188
1900,190001,651852,19.64,1900006518521,5530,134924100000,6,"SAVIER ST                                                                         ",1,19.64,1,100,410,41000,410,41000,80
1900,190001,651853,19.64,1900006518531,5530,134924100000,6,"SAVIER ST                                                                         ",1,19.64,1,100,411,41100,411,41100,80
1900,190001,651853,19.64,1900006518531,5530,134924100000,6,"SAVIER ST                                                                         ",2,19.64,1,100,39,3900,21,2100,80
1900,190001,651853,19.64,1900006518531,5530,134924100000,6,"SAVIER ST                                                                         ",3,19.64,1,100,36,3600,39,3900,80
1900,190001,651854,19.64,1900006518541,5530,134924100000,1,"SAVIER ST                                                                         ",1,19.64,1,100,411,41100,453,45300,173
1900,190001,651854,19.64,1900006518541,5530,134924100000,1,"SAVIER ST                                                                         ",2,19.64,1,100,55,5500,426,42600,999
1900,190001,651855,19.64,1900006518551,5530,134924100000,1,"SAVIER ST                                                                         ",1,19.64,1,100,405,40500,405,40500,236
1900,190001,651855,19.64,1900006518551,5530,134924100000,1,"SAVIER ST                                                                         ",2,19.64,1,100,405,40500,405,40500,999
1900,190001,651855,19.64,1900006518551,5530,134924100000,1,"SAVIER ST                                                                         ",3,19.64,1,100,6,600,405,40500,999
1900,190001,651856,19.64,1900006518561,5530,134924100000,1,"THURMAN ST                                                                        ",1,19.64,1,100,405,40500,405,40500,220
1900,190001,651856,19.64,1900006518561,5530,134924100000,1,"THURMAN ST                                                                        ",2,19.64,1,100,405,40500,405,40500,999
1900,190001,651856,19.64,1900006518561,5530,134924100000,1,"THURMAN ST                                                                        ",3,19.64,1,100,405,40500,405,40500,304
1900,190001,651857,19.64,1900006518571,5530,134924100000,1,"THURMAN ST                                                                        ",1,19.64,1,100,405,40500,405,40500,214
1900,190001,651857,19.64,1900006518571,5530,134924100000,1,"THURMAN ST                                                                        ",2,19.64,1,100,405,40500,405,40500,999
1900,190001,651858,19.64,1900006518581,5530,134924100000,1,"THURMAN ST                                                                        ",1,19.64,1,100,405,40500,405,40500,39
1900,190001,651858,19.64,1900006518581,5530,134924100000,1,"THURMAN ST                                                                        ",2,19.64,1,100,405,40500,405,40500,40
1900,190001,651858,19.64,1900006518581,5530,134924100000,1,"THURMAN ST                                                                        ",3,19.64,1,100,405,40500,405,40500,91
1900,190001,651859,19.64,1900006518591,5530,134924100000,1,"THURMAN ST                                                                        ",1,19.64,1,100,405,40500,405,40500,223
1900,190001,651859,19.64,1900006518591,5530,134924100000,1,"THURMAN ST                                                                        ",2,19.64,1,100,453,45300,453,45300,999
1900,190001,651859,19.64,1900006518591,5530,134924100000,1,"THURMAN ST                                                                        ",3,19.64,1,100,32,3200,150,15000,999
1900,190001,651859,19.64,1900006518591,5530,134924100000,1,"THURMAN ST                                                                        ",4,19.64,1,100,32,3200,150,15000,999
1900,190001,651859,19.64,1900006518591,5530,134924100000,1,"THURMAN ST                                                                        ",5,19.64,1,100,32,3200,150,15000,999
1900,190001,651860,19.64,1900006518601,5530,134924100000,1,"THURMAN ST                                                                        ",1,19.64,1,100,405,40500,405,40500,236
1900,190001,651860,19.64,1900006518601,5530,134924100000,1,"THURMAN ST                                                                        ",2,19.64,1,100,405,40500,405,40500,999
1900,190001,651860,19.64,1900006518601,5530,134924100000,1,"THURMAN ST                                                                        ",3,19.64,1,100,405,40500,405,40500,304
1900,190001,651860,19.64,1900006518601,5530,134924100000,1,"THURMAN ST                                                                        ",4,19.64,1,100,405,40500,405,40500,304
1900,190001,651860,19.64,1900006518601,5530,134924100000,1,"THURMAN ST                                                                        ",5,19.64,1,100,405,40500,405,40500,999
1900,190001,651860,19.64,1900006518601,5530,134924100000,1,"THURMAN ST                                                                        ",6,19.64,1,100,405,40500,405,40500,999
1900,190001,651861,19.64,1900006518611,5530,134924100000,1,"THURMAN ST                                                                        ",1,19.64,1,100,39,3900,39,3900,223
1900,190001,651861,19.64,1900006518611,5530,134924100000,1,"THURMAN ST                                                                        ",2,19.64,1,100,50,5000,50,5000,999
1900,190001,651861,19.64,1900006518611,5530,134924100000,1,"THURMAN ST                                                                        ",3,19.64,1,100,50,5000,39,3900,173
1900,190001,651861,19.64,1900006518611,5530,134924100000,1,"THURMAN ST                                                                        ",4,19.64,1,100,410,41000,410,41000,999
1900,190001,651861,19.64,1900006518611,5530,134924100000,1,"THURMAN ST                                                                        ",5,19.64,1,100,17,1700,55,5500,999
1900,190001,651862,19.64,1900006518621,5530,134924100000,1,"SAVIER ST                                                                         ",1,19.64,1,100,39,3900,39,3900,20
1900,190001,651862,19.64,1900006518621,5530,134924100000,1,"SAVIER ST                                                                         ",2,19.64,1,100,19,1900,414,41400,75
1900,190001,651862,19.64,1900006518621,5530,134924100000,1,"SAVIER ST                                                                         ",3,19.64,1,100,19,1900,414,41400,1
1900,190001,651862,19.64,1900006518621,5530,134924100000,1,"SAVIER ST                                                                         ",4,19.64,1,100,17,1700,17,1700,29
1900,190001,651862,19.64,1900006518621,5530,134924100000,1,"SAVIER ST                                                                         ",5,19.64,1,100,39,3900,39,3900,198
1900,190001,651862,19.64,1900006518621,5530,134924100000,1,"SAVIER ST                                                                         ",6,19.64,1,100,400,40000,400,40000,999
1900,190001,651863,19.64,1900006518631,5530,134924100000,1,"LADD ST                                                                           ",1,19.64,1,100,453,45300,453,45300,1
1900,190001,651863,19.64,1900006518631,5530,134924100000,1,"LADD ST                                                                           ",2,19.64,1,100,405,40500,405,40500,999
1900,190001,651863,19.64,1900006518631,5530,134924100000,1,"LADD ST                                                                           ",3,19.64,1,100,405,40500,453,45300,304
1900,190001,651863,19.64,1900006518631,5530,134924100000,1,"LADD ST                                                                           ",4,19.64,1,100,405,40500,453,45300,999
1900,190001,651863,19.64,1900006518631,5530,134924100000,1,"LADD ST                                                                           ",5,19.64,1,100,405,40500,453,45300,999
1900,190001,651863,19.64,1900006518631,5530,134924100000,1,"LADD ST                                                                           ",6,19.64,1,100,405,40500,453,45300,999
1900,190001,651863,19.64,1900006518631,5530,134924100000,1,"LADD ST                                                                           ",7,19.64,1,100,39,3900,39,3900,236
1900,190001,651864,19.64,1900006518641,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",1,19.64,1,100,453,45300,453,45300,177
1900,190001,651864,19.64,1900006518641,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",2,19.64,1,100,405,40500,405,40500,999
1900,190001,651864,19.64,1900006518641,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",3,19.64,1,100,405,40500,453,45300,999
1900,190001,651865,19.64,1900006518651,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",1,19.64,1,100,453,45300,453,45300,177
1900,190001,651865,19.64,1900006518651,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",2,19.64,1,100,453,45300,453,45300,999
1900,190001,651865,19.64,1900006518651,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",3,19.64,1,100,453,45300,453,45300,999
1900,190001,651865,19.64,1900006518651,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",4,19.64,1,100,453,45300,453,45300,999
1900,190001,651865,19.64,1900006518651,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",5,19.64,1,100,453,45300,453,45300,999
1900,190001,651865,19.64,1900006518651,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",6,19.64,1,100,453,45300,453,45300,999
1900,190001,651865,19.64,1900006518651,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",7,19.64,1,100,453,45300,453,45300,999
1900,190001,651865,19.64,1900006518651,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",8,19.64,1,100,453,45300,453,45300,999
1900,190001,651866,19.64,1900006518661,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",1,19.64,1,100,405,40500,405,40500,177
1900,190001,651866,19.64,1900006518661,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",2,19.64,1,100,405,40500,405,40500,999
1900,190001,651866,19.64,1900006518661,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",3,19.64,1,100,405,40500,405,40500,999
1900,190001,651866,19.64,1900006518661,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",4,19.64,1,100,405,40500,405,40500,999
1900,190001,651866,19.64,1900006518661,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",5,19.64,1,100,405,40500,405,40500,999
1900,190001,651866,19.64,1900006518661,5530,134924100000,1,"SCOW DWELLERS WILLAMETTE BANKS                                                    ",6,19.64,1,100,405,40500,405,40500,999
1900,190001,651867,19.64,1900006518671,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",1,19.64,1,100,29,2900,29,2900,177
1900,190001,651867,19.64,1900006518671,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",2,19.64,1,100,414,41400,414,41400,177
1900,190001,651867,19.64,1900006518671,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",3,19.64,1,100,414,41400,414,41400,177
1900,190001,651867,19.64,1900006518671,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",4,19.64,1,100,414,41400,414,41400,61
1900,190001,651868,19.64,1900006518681,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",1,19.64,1,100,465,46500,465,46500,177
1900,190001,651868,19.64,1900006518681,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",2,19.64,1,100,36,3600,465,46500,999
1900,190001,651868,19.64,1900006518681,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",3,19.64,1,100,36,3600,465,46500,304
1900,190001,651868,19.64,1900006518681,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",4,19.64,1,100,36,3600,465,46500,999
1900,190001,651868,19.64,1900006518681,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",5,19.64,1,100,36,3600,465,46500,999
1900,190001,651868,19.64,1900006518681,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",6,19.64,1,100,36,3600,465,46500,999
1900,190001,651868,19.64,1900006518681,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",7,19.64,1,100,36,3600,465,46500,999
1900,190001,651869,19.64,1900006518691,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",1,19.64,1,100,453,45300,453,45300,177
1900,190001,651869,19.64,1900006518691,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",2,19.64,1,100,453,45300,453,45300,999
1900,190001,651869,19.64,1900006518691,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",3,19.64,1,100,453,45300,453,45300,29
1900,190001,651869,19.64,1900006518691,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",4,19.64,1,100,453,45300,453,45300,29
1900,190001,651869,19.64,1900006518691,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",5,19.64,1,100,453,45300,453,45300,61
1900,190001,651869,19.64,1900006518691,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",6,19.64,1,100,453,45300,453,45300,177
1900,190001,651869,19.64,1900006518691,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",7,19.64,1,100,453,45300,453,45300,304
1900,190001,651869,19.64,1900006518691,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",8,19.64,1,100,453,45300,453,45300,304
1900,190001,651869,19.64,1900006518691,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",9,19.64,1,100,453,45300,453,45300,304
1900,190001,651869,19.64,1900006518691,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",10,19.64,1,100,453,45300,453,45300,999
1900,190001,651869,19.64,1900006518691,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",11,19.64,1,100,453,45300,453,45300,999
1900,190001,651870,19.64,1900006518701,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",1,19.64,1,100,47,4700,47,4700,197
1900,190001,651870,19.64,1900006518701,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",2,19.64,1,100,39,3900,39,3900,999
1900,190001,651870,19.64,1900006518701,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",3,19.64,1,100,39,3900,47,4700,999
1900,190001,651870,19.64,1900006518701,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",4,19.64,1,100,39,3900,47,4700,999
1900,190001,651870,19.64,1900006518701,5530,134924100000,1,"HOUSE BOATS ON BANKS OF WILLAMET                                                  ",5,19.64,1,100,39,3900,47,4700,999
1900,190001,651871,19.64,1900006518711,5530,134924100000,1,"THURMAN ST                                                                        ",1,19.64,1,100,29,2900,29,2900,999
1900,190001,651871,19.64,1900006518711,5530,134924100000,1,"THURMAN ST                                                                        ",2,19.64,1,100,29,2900,29,2900,999
1900,190001,651871,19.64,1900006518711,5530,134924100000,1,"THURMAN ST                                                                        ",3,19.64,1,100,29,2900,29,2900,24
1900,190001,651871,19.64,1900006518711,5530,134924100000,1,"THURMAN ST                                                                        ",4,19.64,1,100,29,2900,29,2900,20
1900,190001,651871,19.64,1900006518711,5530,134924100000,1,"THURMAN ST                                                                        ",5,19.64,1,100,39,3900,39,3900,91
1900,190001,651872,19.64,1900006518721,5530,134924100000,1,"THURMAN ST                                                                        ",1,19.64,1,100,411,41100,411,41100,197
1900,190001,651872,19.64,1900006518721,5530,134924100000,1,"THURMAN ST                                                                        ",2,19.64,1,100,412,41200,412,41200,999
1900,190001,651872,19.64,1900006518721,5530,134924100000,1,"THURMAN ST                                                                        ",3,19.64,1,100,42,4200,411,41100,999
1900,190001,651872,19.64,1900006518721,5530,134924100000,1,"THURMAN ST                                                                        ",4,19.64,1,100,42,4200,411,41100,91
1900,190001,651872,19.64,1900006518721,5530,134924100000,1,"THURMAN ST                                                                        ",5,19.64,1,100,414,41400,414,41400,999
1900,190001,651873,19.64,1900006518731,5530,134924100000,1,"THURMAN ST                                                                        ",1,19.64,1,100,29,2900,29,2900,71
1900,190001,651873,19.64,1900006518731,5530,134924100000,1,"THURMAN ST                                                                        ",2,19.64,1,100,39,3900,39,3900,999
1900,190001,651873,19.64,1900006518731,5530,134924100000,1,"THURMAN ST                                                                        ",3,19.64,1,100,41,4100,29,2900,304
1900,190001,651873,19.64,1900006518731,5530,134924100000,1,"THURMAN ST                                                                        ",4,19.64,1,100,41,4100,29,2900,304
1900,190001,651873,19.64,1900006518731,5530,134924100000,1,"THURMAN ST                                                                        ",5,19.64,1,100,39,3900,39,3900,304
1900,190001,651874,19.64,1900006518741,5530,134924100000,1,"THURMAN ST                                                                        ",1,19.64,1,100,405,40500,405,40500,45
1900,190001,651874,19.64,1900006518741,5530,134924100000,1,"THURMAN ST                                                                        ",2,19.64,1,100,41,4100,21,2100,999
1900,190001,651874,19.64,1900006518741,5530,134924100000,1,"THURMAN ST                                                                        ",3,19.64,1,100,41,4100,405,40500,999
1900,190001,651874,19.64,1900006518741,5530,134924100000,1,"THURMAN ST                                                                        ",4,19.64,1,100,41,4100,405,40500,999
1900,190001,651874,19.64,1900006518741,5530,134924100000,1,"THURMAN ST                                                                        ",5,19.64,1,100,21,2100,21,2100,5
1900,190001,651874,19.64,1900006518741,5530,134924100000,1,"THURMAN ST                                                                        ",6,19.64,1,100,404,40400,404,40400,29
1900,190001,651874,19.64,1900006518741,5530,134924100000,1,"THURMAN ST                                                                        ",7,19.64,1,100,405,40500,405,40500,39
1900,190001,651875,19.64,1900006518751,5530,134924100000,1,"SAVIER ST                                                                         ",1,19.64,1,100,405,40500,405,40500,236
1900,190001,651875,19.64,1900006518751,5530,134924100000,1,"SAVIER ST                                                                         ",2,19.64,1,100,405,40500,405,40500,999
1900,190001,651875,19.64,1900006518751,5530,134924100000,1,"SAVIER ST                                                                         ",3,19.64,1,100,405,40500,405,40500,999
1900,190001,651875,19.64,1900006518751,5530,134924100000,1,"SAVIER ST                                                                         ",4,19.64,1,100,405,40500,405,40500,999
1900,190001,651875,19.64,1900006518751,5530,134924100000,1,"SAVIER ST                                                                         ",5,19.64,1,100,405,40500,405,40500,999
1900,190001,651876,19.64,1900006518761,5530,134924100000,1,"17TH ST                                                                           ",1,19.64,1,100,410,41000,410,41000,21
1900,190001,651876,19.64,1900006518761,5530,134924100000,1,"17TH ST                                                                           ",2,19.64,1,100,410,41000,410,41000,197
1900,190001,651876,19.64,1900006518761,5530,134924100000,1,"17TH ST                                                                           ",3,19.64,1,100,410,41000,410,41000,107
1900,190001,651877,19.64,1900006518771,5530,134924100000,1,"17TH ST                                                                           ",1,19.64,1,100,36,3600,36,3600,236
1900,190001,651877,19.64,1900006518771,5530,134924100000,1,"17TH ST                                                                           ",2,19.64,1,100,405,40500,405,40500,999
1900,190001,651877,19.64,1900006518771,5530,134924100000,1,"17TH ST                                                                           ",3,19.64,1,100,405,40500,36,3600,999
1900,190001,651877,19.64,1900006518771,5530,134924100000,1,"17TH ST                                                                           ",4,19.64,1,100,405,40500,36,3600,999
1900,190001,651878,19.64,1900006518781,5530,134924100000,1,"17TH ST                                                                           ",1,19.64,1,100,19,1900,19,1900,34
1900,190001,651878,19.64,1900006518781,5530,134924100000,1,"17TH ST                                                                           ",2,19.64,1,100,41,4100,41,4100,999
1900,190001,651878,19.64,1900006518781,5530,134924100000,1,"17TH ST                                                                           ",3,19.64,1,100,41,4100,19,1900,999
1900,190001,651878,19.64,1900006518781,5530,134924100000,1,"17TH ST                                                                           ",4,19.64,1,100,41,4100,19,1900,999
1900,190001,651879,19.64,1900006518791,5530,134924100000,1,"17TH ST                                                                           ",1,19.64,1,100,453,45300,453,45300,167
1900,190001,651879,19.64,1900006518791,5530,134924100000,1,"17TH ST                                                                           ",2,19.64,1,100,453,45300,453,45300,999
1900,190001,651879,19.64,1900006518791,5530,134924100000,1,"17TH ST                                                                           ",3,19.64,1,100,453,45300,453,45300,134
1900,190001,651879,19.64,1900006518791,5530,134924100000,1,"17TH ST                                                                           ",4,19.64,1,100,453,45300,453,45300,132
1900,190001,651879,19.64,1900006518791,5530,134924100000,1,"17TH ST                                                                           ",5,19.64,1,100,453,45300,453,45300,29
1900,190001,651879,19.64,1900006518791,5530,134924100000,1,"17TH ST                                                                           ",6,19.64,1,100,453,45300,453,45300,32
1900,190001,651879,19.64,1900006518791,5530,134924100000,1,"17TH ST                                                                           ",7,19.64,1,100,453,45300,453,45300,304
1900,190001,651879,19.64,1900006518791,5530,134924100000,1,"17TH ST                                                                           ",8,19.64,1,100,453,45300,453,45300,304
1900,190001,651879,19.64,1900006518791,5530,134924100000,1,"17TH ST                                                                           ",9,19.64,1,100,453,45300,453,45300,999
1900,190001,651879,19.64,1900006518791,5530,134924100000,1,"17TH ST                                                                           ",10,19.64,1,100,453,45300,453,45300,999
1900,190001,651880,19.64,1900006518801,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,411,41100,411,41100,197
1900,190001,651881,19.64,1900006518811,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,410,41000,39,3900,157
1900,190001,651882,19.64,1900006518821,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,453,45300,414,41400,236
1900,190001,651883,19.64,1900006518831,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,20,2000,20,2000,39
1900,190001,651884,19.64,1900006518841,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,41,4100,453,45300,236
1900,190001,651885,19.64,1900006518851,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,42,4200,50,5000,236
1900,190001,651886,19.64,1900006518861,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,411,41100,411,41100,89
1900,190001,651887,19.64,1900006518871,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,6,600,6,600,32
1900,190001,651888,19.64,1900006518881,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,453,45300,453,45300,167
1900,190001,651889,19.64,1900006518891,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,17,1700,17,1700,82
1900,190001,651890,19.64,1900006518901,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,421,42100,13,1300,90
1900,190001,651891,19.64,1900006518911,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,21,2100,21,2100,71
1900,190001,651892,19.64,1900006518921,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,453,45300,453,45300,252
1900,190001,651893,19.64,1900006518931,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,29,2900,21,2100,236
1900,190001,651894,19.64,1900006518941,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,47,4700,47,4700,39
1900,190001,651895,19.64,1900006518951,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,410,41000,410,41000,154
1900,190001,651896,19.64,1900006518961,5530,134924100000,4,"SAVIER ST                                                                         ",1,19.64,1,100,18,1800,18,1800,214
1900,190001,651897,19.64,1900006518971,5530,134924100000,1,"RALEIGH ST                                                                        ",1,19.64,1,100,453,45300,453,45300,124
1900,190001,651897,19.64,1900006518971,5530,134924100000,1,"RALEIGH ST                                                                        ",2,19.64,1,100,453,45300,453,45300,999
1900,190001,651897,19.64,1900006518971,5530,134924100000,1,"RALEIGH ST                                                                        ",3,19.64,1,100,453,45300,453,45300,999
1900,190001,651897,19.64,1900006518971,5530,134924100000,1,"RALEIGH ST                                                                        ",4,19.64,1,100,453,45300,453,45300,999
1900,190001,651897,19.64,1900006518971,5530,134924100000,1,"RALEIGH ST                                                                        ",5,19.64,1,100,453,45300,453,45300,999
1900,190001,651898,19.64,1900006518981,5530,134924100000,1,"RALEIGH ST                                                                        ",1,19.64,1,100,453,45300,453,45300,138
1900,190001,651898,19.64,1900006518981,5530,134924100000,1,"RALEIGH ST                                                                        ",2,19.64,1,100,414,41400,414,41400,999
1900,190001,651898,19.64,1900006518981,5530,134924100000,1,"RALEIGH ST                                                                        ",3,19.64,1,100,25,2500,453,45300,206
1900,190001,651898,19.64,1900006518981,5530,134924100000,1,"RALEIGH ST                                                                        ",4,19.64,1,100,25,2500,453,45300,304
