"YEAR","SAMPLE","SERIAL","HHWT","CLUSTER","CITY","STRATA","GQ","SAMPRULE","STREET","PERNUM","PERWT","RACE","RACED","MBPL","MBPLD","FBPL","FBPLD","PRESGL","OCCSTR"
1900,190001,652615,19.64,1900006526151,5530,135014100001,4,4,"FRONT                                                                             ",1,19.64,1,100,34,3400,39,3900,38.0,"JOB PRINTER                                                                                           "
1900,190001,652616,19.64,1900006526161,5530,135014100001,4,4,"FRONT                                                                             ",1,19.64,1,100,42,4200,17,1700,41.2,"TAILOR                                                                                                "
1900,190001,652617,19.64,1900006526171,5530,135014100001,4,4,"FRONT                                                                             ",1,19.64,1,100,18,1800,18,1800,17.5,"DAY LABORER                                                                                           "
1900,190001,652618,19.64,1900006526181,5530,135014100001,4,4,"FRONT                                                                             ",1,19.64,1,100,29,2900,29,2900,46.0,"MUSICIAN                                                                                              "
1900,190001,652619,19.64,1900006526191,5530,135014100001,4,4,"FRONT                                                                             ",1,19.64,1,100,36,3600,29,2900,25.2,"FLOUR MILLER                                                                                          "
1900,190001,652620,19.64,1900006526201,5530,135014100001,4,4,"FRONT                                                                             ",1,19.64,1,100,410,41000,150,15010,32.8,"COBBLER                                                                                               "
1900,190001,652621,19.64,1900006526211,5530,135014100001,4,4,"FRONT                                                                             ",1,19.64,1,100,42,4200,17,1700,36.8,"TINNER                                                                                                "
1900,190001,652622,19.64,1900006526221,5530,135014100001,4,4,"FRONT                                                                             ",1,19.64,1,100,414,41400,414,41400,17.5,"DAY LABORER                                                                                           "
1900,190001,652623,19.64,1900006526231,5530,135014100001,4,4,"FRONT                                                                             ",1,19.64,1,100,36,3600,42,4200,35.0,"BARBER                                                                                                "
1900,190001,652624,19.64,1900006526241,5530,135014100001,4,4,"FRONT                                                                             ",1,19.64,1,100,39,3900,17,1700,37.3,"WATCH REPAIRER                                                                                        "
1900,190001,652625,19.64,1900006526251,5530,135014100001,4,4,"FRONT                                                                             ",1,19.64,1,100,453,45300,453,45300,17.5,"DAY LABORER                                                                                           "
1900,190001,652626,19.64,1900006526261,5530,135014100001,1,1,"FIRST                                                                             ",1,19.64,1,100,39,3900,51,5100,59.9,"PILOT                                                                                                 "
1900,190001,652626,19.64,1900006526261,5530,135014100001,1,1,"FIRST                                                                             ",2,19.64,1,100,39,3900,18,1800,0.0,"                                                                                                      "
1900,190001,652627,19.64,1900006526271,5530,135014100001,1,1,"FIRST                                                                             ",1,19.64,1,100,39,3900,39,3900,50.8,"R R ENGINEER                                                                                          "
1900,190001,652627,19.64,1900006526271,5530,135014100001,1,1,"FIRST                                                                             ",2,19.64,1,100,20,2000,39,3900,0.0,"                                                                                                      "
1900,190001,652628,19.64,1900006526281,5530,135014100001,1,1,"FIRST                                                                             ",1,19.64,1,100,41,4100,41,4100,47.6,"BOOK KEEPER                                                                                           "
1900,190001,652628,19.64,1900006526281,5530,135014100001,1,1,"FIRST                                                                             ",2,19.64,1,100,42,4200,42,4200,33.4,"MILLINER                                                                                              "
1900,190001,652628,19.64,1900006526281,5530,135014100001,1,1,"FIRST                                                                             ",3,19.64,1,100,42,4200,42,4200,47.6,"BOOK KEEPER                                                                                           "
1900,190001,652628,19.64,1900006526281,5530,135014100001,1,1,"FIRST                                                                             ",4,19.64,1,100,42,4200,42,4200,18.9,"NURSE GIRL                                                                                            "
1900,190001,652628,19.64,1900006526281,5530,135014100001,1,1,"FIRST                                                                             ",5,19.64,1,100,42,4200,42,4200,0.0,"AT SCHOOL                                                                                             "
1900,190001,652628,19.64,1900006526281,5530,135014100001,1,1,"FIRST                                                                             ",6,19.64,1,100,42,4200,42,4200,0.0,"AT SCHOOL                                                                                             "
1900,190001,652629,19.64,1900006526291,5530,135014100001,1,1,"FIRST                                                                             ",1,19.64,1,100,51,5100,51,5100,18.4,"GARDEN LABORER                                                                                        "
1900,190001,652629,19.64,1900006526291,5530,135014100001,1,1,"FIRST                                                                             ",2,19.64,1,100,41,4100,54,5400,0.0,"AT SCHOOL                                                                                             "
1900,190001,652630,19.64,1900006526301,5530,135014100001,1,1,"FIRST                                                                             ",1,19.64,1,100,42,4200,42,4200,32.1,"BUTCHER                                                                                               "
1900,190001,652630,19.64,1900006526301,5530,135014100001,1,1,"FIRST                                                                             ",2,19.64,1,100,29,2900,17,1700,0.0,"                                                                                                      "
1900,190001,652630,19.64,1900006526301,5530,135014100001,1,1,"FIRST                                                                             ",3,19.64,1,100,48,4800,48,4800,17.5,"DAY LABORER                                                                                           "
1900,190001,652631,19.64,1900006526311,5530,135014100001,4,1,"COLUMBIA                                                                          ",1,19.64,1,100,453,45300,453,45300,39.9,"CARPENTER                                                                                             "
1900,190001,652631,19.64,1900006526311,5530,135014100001,4,1,"COLUMBIA                                                                          ",2,19.64,1,100,412,41200,412,41200,17.5,"DAY LABORER                                                                                           "
1900,190001,652631,19.64,1900006526311,5530,135014100001,4,1,"COLUMBIA                                                                          ",3,19.64,1,100,453,45300,453,45300,32.1,"BUTCHER                                                                                               "
1900,190001,652631,19.64,1900006526311,5530,135014100001,4,1,"COLUMBIA                                                                          ",4,19.64,1,100,410,41000,410,41000,17.5,"DAY LABORER                                                                                           "
1900,190001,652631,19.64,1900006526311,5530,135014100001,4,1,"COLUMBIA                                                                          ",5,19.64,1,100,25,2500,36,3600,17.5,"DAY LABORER                                                                                           "
1900,190001,652631,19.64,1900006526311,5530,135014100001,4,1,"COLUMBIA                                                                          ",6,19.64,1,100,414,41400,414,41400,17.5,"DAY LABORER                                                                                           "
1900,190001,652631,19.64,1900006526311,5530,135014100001,4,1,"COLUMBIA                                                                          ",7,19.64,1,100,453,45300,453,45300,17.5,"DAY LABORER                                                                                           "
1900,190001,652631,19.64,1900006526311,5530,135014100001,4,1,"COLUMBIA                                                                          ",8,19.64,1,100,453,45300,453,45300,47.6,"BOOK KEEPER                                                                                           "
1900,190001,652631,19.64,1900006526311,5530,135014100001,4,1,"COLUMBIA                                                                          ",9,19.64,1,100,453,45300,453,45300,22.5,"GARDENER                                                                                              "
1900,190001,652631,19.64,1900006526311,5530,135014100001,4,1,"COLUMBIA                                                                          ",10,19.64,1,100,453,45300,453,45300,17.5,"DAY LABORER                                                                                           "
1900,190001,652631,19.64,1900006526311,5530,135014100001,4,1,"COLUMBIA                                                                          ",11,19.64,1,100,414,41400,414,41400,17.5,"DAY LABORER                                                                                           "
1900,190001,652631,19.64,1900006526311,5530,135014100001,4,1,"COLUMBIA                                                                          ",12,19.64,1,100,410,41000,410,41000,17.5,"DAY LABORER                                                                                           "
1900,190001,652632,19.64,1900006526321,5530,135014100001,1,1,"FOURTH                                                                            ",1,19.64,1,100,453,45300,453,45300,50.3,"SALOON KEEPER                                                                                         "
1900,190001,652632,19.64,1900006526321,5530,135014100001,1,1,"FOURTH                                                                            ",2,19.64,1,100,36,3600,36,3600,22.1,"LODGING HOUSE                                                                                         "
1900,190001,652632,19.64,1900006526321,5530,135014100001,1,1,"FOURTH                                                                            ",3,19.64,1,100,36,3600,19,1900,31.3,"BOOK BINDER                                                                                           "
1900,190001,652632,19.64,1900006526321,5530,135014100001,1,1,"FOURTH                                                                            ",4,19.64,1,100,36,3600,19,1900,0.0,"                                                                                                      "
1900,190001,652632,19.64,1900006526321,5530,135014100001,1,1,"FOURTH                                                                            ",5,19.64,1,100,453,45300,453,45300,41.2,"TAILOR                                                                                                "
1900,190001,652632,19.64,1900006526321,5530,135014100001,1,1,"FOURTH                                                                            ",6,19.64,1,100,453,45300,453,45300,41.2,"TAILOR                                                                                                "
1900,190001,652632,19.64,1900006526321,5530,135014100001,1,1,"FOURTH                                                                            ",7,19.64,1,100,50,5000,9,900,49.2,"ELECTRICIAN                                                                                           "
1900,190001,652632,19.64,1900006526321,5530,135014100001,1,1,"FOURTH                                                                            ",8,19.64,1,100,19,1900,19,1900,47.6,"BOOK KEEPER                                                                                           "
1900,190001,652633,19.64,1900006526331,5530,135014100001,1,1,"FOURTH                                                                            ",1,19.64,1,100,29,2900,29,2900,31.7,"DRESSMAKER                                                                                            "
1900,190001,652633,19.64,1900006526331,5530,135014100001,1,1,"FOURTH                                                                            ",2,19.64,1,100,39,3900,12,1200,31.7,"DRESSMAKER                                                                                            "
1900,190001,652634,19.64,1900006526341,5530,135014100001,1,1,"COLUMBIA                                                                          ",1,19.64,1,100,42,4200,42,4200,31.7,"DRESSMAKER                                                                                            "
1900,190001,652634,19.64,1900006526341,5530,135014100001,1,1,"COLUMBIA                                                                          ",2,19.64,1,100,42,4200,19,1900,0.0,"                                                                                                      "
1900,190001,652634,19.64,1900006526341,5530,135014100001,1,1,"COLUMBIA                                                                          ",3,19.64,1,100,42,4200,19,1900,29.8,"PAINTER                                                                                               "
1900,190001,652634,19.64,1900006526341,5530,135014100001,1,1,"COLUMBIA                                                                          ",4,19.64,1,100,29,2900,29,2900,39.9,"SHIP CARPENTER                                                                                        "
1900,190001,652635,19.64,1900006526351,5530,135014100001,1,1,"COLUMBIA                                                                          ",1,19.64,1,100,37,3700,47,4700,38.3,"PROPERTY OWNER                                                                                        "
1900,190001,652635,19.64,1900006526351,5530,135014100001,1,1,"COLUMBIA                                                                          ",2,19.64,1,100,1,100,453,45300,31.7,"SEAMSTRESS                                                                                            "
1900,190001,652636,19.64,1900006526361,5530,135014100001,1,1,"COLUMBIA                                                                          ",1,19.64,1,100,21,2100,23,2300,31.7,"DRESSMAKER                                                                                            "
1900,190001,652636,19.64,1900006526361,5530,135014100001,1,1,"COLUMBIA                                                                          ",2,19.64,1,100,39,3900,39,3900,0.0,"                                                                                                      "
1900,190001,652637,19.64,1900006526371,5530,135014100001,1,1,"COLUMBIA                                                                          ",1,19.64,1,100,405,40500,405,40500,28.4,"OYSTER HOUSE                                                                                          "
1900,190001,652637,19.64,1900006526371,5530,135014100001,1,1,"COLUMBIA                                                                          ",2,19.64,1,100,405,40500,405,40500,0.0,"                                                                                                      "
1900,190001,652637,19.64,1900006526371,5530,135014100001,1,1,"COLUMBIA                                                                          ",3,19.64,1,100,41,4100,405,40500,0.0,"                                                                                                      "
1900,190001,652637,19.64,1900006526371,5530,135014100001,1,1,"COLUMBIA                                                                          ",4,19.64,1,100,36,3600,41,4100,32.8,"CIGAR CLERK                                                                                           "
1900,190001,652638,19.64,1900006526381,5530,135014100001,1,1,"MARKET                                                                            ",1,19.64,1,100,150,15000,150,15000,35.4,"R R AGENT                                                                                             "
1900,190001,652638,19.64,1900006526381,5530,135014100001,1,1,"MARKET                                                                            ",2,19.64,1,100,19,1900,17,1700,0.0,"                                                                                                      "
1900,190001,652638,19.64,1900006526381,5530,135014100001,1,1,"MARKET                                                                            ",3,19.64,1,100,41,4100,27,2700,0.0,"                                                                                                      "
1900,190001,652639,19.64,1900006526391,5530,135014100001,1,1,"MARKET                                                                            ",1,19.64,1,100,453,45300,453,45300,40.7,"FARMER                                                                                                "
1900,190001,652639,19.64,1900006526391,5530,135014100001,1,1,"MARKET                                                                            ",2,19.64,1,100,55,5500,55,5500,0.0,"                                                                                                      "
1900,190001,652639,19.64,1900006526391,5530,135014100001,1,1,"MARKET                                                                            ",3,19.64,1,100,55,5500,19,1900,0.0,"                                                                                                      "
1900,190001,652639,19.64,1900006526391,5530,135014100001,1,1,"MARKET                                                                            ",4,19.64,1,100,55,5500,19,1900,0.0,"                                                                                                      "
1900,190001,652640,19.64,1900006526401,5530,135014100001,2,1,"MARKET                                                                            ",1,19.64,1,100,55,5500,55,5500,31.7,"DRESS MAKER                                                                                           "
1900,190001,652640,19.64,1900006526401,5530,135014100001,2,1,"MARKET                                                                            ",2,19.64,1,100,23,2300,23,2300,0.0,"                                                                                                      "
1900,190001,652640,19.64,1900006526401,5530,135014100001,2,1,"MARKET                                                                            ",3,19.64,1,100,23,2300,23,2300,0.0,"                                                                                                      "
1900,190001,652640,19.64,1900006526401,5530,135014100001,2,1,"MARKET                                                                            ",4,19.64,1,100,24,2400,24,2400,40.7,"FARMER                                                                                                "
1900,190001,652640,19.64,1900006526401,5530,135014100001,2,1,"MARKET                                                                            ",5,19.64,1,100,37,3700,37,3700,40.7,"FARMER                                                                                                "
1900,190001,652640,19.64,1900006526401,5530,135014100001,2,1,"MARKET                                                                            ",6,19.64,1,100,433,43300,433,43300,50.3,"MERCHANT                                                                                              "
1900,190001,652640,19.64,1900006526401,5530,135014100001,2,1,"MARKET                                                                            ",7,19.64,1,100,434,43400,434,43400,17.5,"DAY LABORER                                                                                           "
1900,190001,652640,19.64,1900006526401,5530,135014100001,2,1,"MARKET                                                                            ",8,19.64,1,100,50,5000,50,5000,40.7,"FARMER                                                                                                "
1900,190001,652641,19.64,1900006526411,5530,135014100001,1,1,"FIRST ST                                                                          ",1,19.64,1,100,37,3700,37,3700,34.2,"BAKER                                                                                                 "
1900,190001,652641,19.64,1900006526411,5530,135014100001,1,1,"FIRST ST                                                                          ",2,19.64,1,100,45,4500,45,4500,0.0,"                                                                                                      "
1900,190001,652641,19.64,1900006526411,5530,135014100001,1,1,"FIRST ST                                                                          ",3,19.64,1,100,45,4500,37,3700,0.0,"                                                                                                      "
1900,190001,652641,19.64,1900006526411,5530,135014100001,1,1,"FIRST ST                                                                          ",4,19.64,1,100,45,4500,45,4500,17.5,"DAY LABORER                                                                                           "
1900,190001,652641,19.64,1900006526411,5530,135014100001,1,1,"FIRST ST                                                                          ",5,19.64,1,100,42,4200,42,4200,53.2,"HORSEMAN                                                                                              "
1900,190001,652641,19.64,1900006526411,5530,135014100001,1,1,"FIRST ST                                                                          ",6,19.64,1,100,41,4100,41,4100,20.9,"ELEVATOR BOY                                                                                          "
1900,190001,652642,19.64,1900006526421,5530,135014100001,1,1,"FIRST ST                                                                          ",1,19.64,1,100,465,46500,465,46500,28.4,"CIGAR MAKER                                                                                           "
1900,190001,652642,19.64,1900006526421,5530,135014100001,1,1,"FIRST ST                                                                          ",2,19.64,1,100,465,46500,465,46500,31.7,"DRESS MAKER                                                                                           "
1900,190001,652642,19.64,1900006526421,5530,135014100001,1,1,"FIRST ST                                                                          ",3,19.64,1,100,465,46500,465,46500,0.0,"AT SCHOOL                                                                                             "
1900,190001,652642,19.64,1900006526421,5530,135014100001,1,1,"FIRST ST                                                                          ",4,19.64,1,100,465,46500,465,46500,0.0,"AT SCHOOL                                                                                             "
1900,190001,652643,19.64,1900006526431,5530,135014100001,2,1,"FRONT                                                                             ",1,19.64,1,100,453,45300,453,45300,17.5,"DAY LABORER                                                                                           "
1900,190001,652643,19.64,1900006526431,5530,135014100001,2,1,"FRONT                                                                             ",2,19.64,1,100,453,45300,453,45300,0.0,"AT SCHOOL                                                                                             "
1900,190001,652643,19.64,1900006526431,5530,135014100001,2,1,"FRONT                                                                             ",3,19.64,1,100,453,45300,453,45300,0.0,"AT SCHOOL                                                                                             "
1900,190001,652643,19.64,1900006526431,5530,135014100001,2,1,"FRONT                                                                             ",4,19.64,1,100,453,45300,453,45300,0.0,"AT SCHOOL                                                                                             "
1900,190001,652643,19.64,1900006526431,5530,135014100001,2,1,"FRONT                                                                             ",5,19.64,1,100,453,45300,453,45300,0.0,"AT SCHOOL                                                                                             "
1900,190001,652643,19.64,1900006526431,5530,135014100001,2,1,"FRONT                                                                             ",6,19.64,1,100,453,45300,453,45300,46.6,"HARNESS MAKER                                                                                         "
1900,190001,652643,19.64,1900006526431,5530,135014100001,2,1,"FRONT                                                                             ",7,19.64,1,100,453,45300,453,45300,47.6,"BOOK KEEPER                                                                                           "
1900,190001,652643,19.64,1900006526431,5530,135014100001,2,1,"FRONT                                                                             ",8,19.64,1,100,453,45300,453,45300,32.1,"TEAMSTER                                                                                              "
1900,190001,652643,19.64,1900006526431,5530,135014100001,2,1,"FRONT                                                                             ",9,19.64,1,100,465,46500,465,46500,32.1,"TRUCKMAN                                                                                              "
1900,190001,652643,19.64,1900006526431,5530,135014100001,2,1,"FRONT                                                                             ",10,19.64,1,100,405,40500,405,40500,28.0,"MOTORMAN                                                                                              "
1900,190001,652643,19.64,1900006526431,5530,135014100001,2,1,"FRONT                                                                             ",11,19.64,1,100,411,41100,411,41100,40.7,"FARMER                                                                                                "
1900,190001,652643,19.64,1900006526431,5530,135014100001,2,1,"FRONT                                                                             ",12,19.64,1,100,410,41000,410,41000,47.8,"MACHINIST                                                                                             "
1900,190001,652643,19.64,1900006526431,5530,135014100001,2,1,"FRONT                                                                             ",13,19.64,1,100,411,41100,411,41100,17.5,"HOSTLER                                                                                               "
1900,190001,652643,19.64,1900006526431,5530,135014100001,2,1,"FRONT                                                                             ",14,19.64,1,100,19,1900,19,1900,20.3,"BEER WAITER                                                                                           "
1900,190001,652644,19.64,1900006526441,5530,135014100001,1,1,"WATER                                                                             ",1,19.64,1,100,434,43400,434,43400,17.5,"DAY LABORER                                                                                           "
1900,190001,652644,19.64,1900006526441,5530,135014100001,1,1,"WATER                                                                             ",2,19.64,1,100,434,43400,434,43400,0.0,"                                                                                                      "
1900,190001,652644,19.64,1900006526441,5530,135014100001,1,1,"WATER                                                                             ",3,19.64,1,100,434,43400,434,43400,40.8,"TAILOR APPRENTICE                                                                                     "
1900,190001,652645,19.64,1900006526451,5530,135014100001,1,1,"WATER                                                                             ",1,19.64,1,100,434,43400,434,43400,17.5,"DAY LABORER                                                                                           "
1900,190001,652645,19.64,1900006526451,5530,135014100001,1,1,"WATER                                                                             ",2,19.64,1,100,434,43400,434,43400,0.0,"                                                                                                      "
1900,190001,652645,19.64,1900006526451,5530,135014100001,1,1,"WATER                                                                             ",3,19.64,1,100,434,43400,434,43400,0.0,"AT SCHOOL                                                                                             "
1900,190001,652645,19.64,1900006526451,5530,135014100001,1,1,"WATER                                                                             ",4,19.64,1,100,434,43400,434,43400,0.0,"AT SCHOOL                                                                                             "
1900,190001,652646,19.64,1900006526461,5530,135014100001,1,1,"FIRST STREET                                                                      ",1,19.64,1,100,465,46500,465,46500,50.3,"CLOTHING MERCHANT                                                                                     "
1900,190001,652646,19.64,1900006526461,5530,135014100001,1,1,"FIRST STREET                                                                      ",2,19.64,1,100,465,46500,465,46500,19.1,"CASH BOY                                                                                              "
1900,190001,652646,19.64,1900006526461,5530,135014100001,1,1,"FIRST STREET                                                                      ",3,19.64,1,100,465,46500,465,46500,0.0,"AT SCHOOL                                                                                             "
1900,190001,652646,19.64,1900006526461,5530,135014100001,1,1,"FIRST STREET                                                                      ",4,19.64,1,100,465,46500,465,46500,0.0,"AT SCHOOL                                                                                             "
1900,190001,652646,19.64,1900006526461,5530,135014100001,1,1,"FIRST STREET                                                                      ",5,19.64,1,100,465,46500,465,46500,0.0,"AT SCHOOL                                                                                             "
1900,190001,652646,19.64,1900006526461,5530,135014100001,1,1,"FIRST STREET                                                                      ",6,19.64,1,100,465,46500,465,46500,0.0,"AT SCHOOL                                                                                             "
1900,190001,652646,19.64,1900006526461,5530,135014100001,1,1,"FIRST STREET                                                                      ",7,19.64,1,100,465,46500,465,46500,0.0,"                                                                                                      "
1900,190001,652647,19.64,1900006526471,5530,135014100001,1,1,"FIRST STREET                                                                      ",1,19.64,1,100,455,45500,455,45500,50.3,"DRY GOODS MERCHANT                                                                                    "
1900,190001,652647,19.64,1900006526471,5530,135014100001,1,1,"FIRST STREET                                                                      ",2,19.64,1,100,453,45300,453,45300,0.0,"                                                                                                      "
1900,190001,652647,19.64,1900006526471,5530,135014100001,1,1,"FIRST STREET                                                                      ",3,19.64,1,100,453,45300,455,45500,0.0,"AT SCHOOL                                                                                             "
1900,190001,652647,19.64,1900006526471,5530,135014100001,1,1,"FIRST STREET                                                                      ",4,19.64,1,100,453,45300,455,45500,0.0,"                                                                                                      "
1900,190001,652648,19.64,1900006526481,5530,135014100001,1,1,"FIRST STREET                                                                      ",1,19.64,1,100,465,46500,465,46500,0.0,"RETIRED                                                                                               "
1900,190001,652648,19.64,1900006526481,5530,135014100001,1,1,"FIRST STREET                                                                      ",2,19.64,1,100,465,46500,465,46500,0.0,"                                                                                                      "
1900,190001,652648,19.64,1900006526481,5530,135014100001,1,1,"FIRST STREET                                                                      ",3,19.64,1,100,465,46500,465,46500,32.8,"CLERK FURN STORE                                                                                      "
1900,190001,652648,19.64,1900006526481,5530,135014100001,1,1,"FIRST STREET                                                                      ",4,19.64,1,100,465,46500,465,46500,32.8,"CLERK FURN STORE                                                                                      "
1900,190001,652648,19.64,1900006526481,5530,135014100001,1,1,"FIRST STREET                                                                      ",5,19.64,1,100,465,46500,465,46500,32.8,"CLERK FURN STORE                                                                                      "
1900,190001,652648,19.64,1900006526481,5530,135014100001,1,1,"FIRST STREET                                                                      ",6,19.64,1,100,465,46500,465,46500,32.8,"CLERK FURN STORE                                                                                      "
1900,190001,652649,19.64,1900006526491,5530,135014100001,1,1,"FIRST STREET                                                                      ",1,19.64,1,100,450,45000,450,45000,28.4,"SHOEMAKER                                                                                             "
1900,190001,652649,19.64,1900006526491,5530,135014100001,1,1,"FIRST STREET                                                                      ",2,19.64,1,100,450,45000,450,45000,0.0,"                                                                                                      "
1900,190001,652649,19.64,1900006526491,5530,135014100001,1,1,"FIRST STREET                                                                      ",3,19.64,1,100,450,45000,450,45000,32.8,"DRUG STORE CLERK                                                                                      "
1900,190001,652649,19.64,1900006526491,5530,135014100001,1,1,"FIRST STREET                                                                      ",4,19.64,1,100,450,45000,450,45000,0.0,"AT SCHOOL                                                                                             "
1900,190001,652649,19.64,1900006526491,5530,135014100001,1,1,"FIRST STREET                                                                      ",5,19.64,1,100,450,45000,450,45000,0.0,"AT SCHOOL                                                                                             "
1900,190001,652650,19.64,1900006526501,5530,135014100001,1,1,"FIRST STREET                                                                      ",1,19.64,1,100,29,2900,21,2100,40.7,"FARMER                                                                                                "
1900,190001,652650,19.64,1900006526501,5530,135014100001,1,1,"FIRST STREET                                                                      ",2,19.64,1,100,21,2100,29,2900,0.0,"                                                                                                      "
1900,190001,652651,19.64,1900006526511,5530,135014100001,1,1,"FIRST STREET                                                                      ",1,19.64,1,100,29,2900,39,3900,39.9,"HOUSE CARPENTER                                                                                       "
1900,190001,652651,19.64,1900006526511,5530,135014100001,1,1,"FIRST STREET                                                                      ",2,19.64,1,100,29,2900,21,2100,0.0,"                                                                                                      "
1900,190001,652652,19.64,1900006526521,5530,135014100001,1,1,"WATER STREET                                                                      ",1,19.64,1,100,42,4200,42,4200,39.9,"CARPENTER HOUSE                                                                                       "
1900,190001,652652,19.64,1900006526521,5530,135014100001,1,1,"WATER STREET                                                                      ",2,19.64,1,100,42,4200,42,4200,0.0,"                                                                                                      "
1900,190001,652652,19.64,1900006526521,5530,135014100001,1,1,"WATER STREET                                                                      ",3,19.64,1,100,42,4200,42,4200,40.6,"PLUMBER                                                                                               "
1900,190001,652652,19.64,1900006526521,5530,135014100001,1,1,"WATER STREET                                                                      ",4,19.64,1,100,42,4200,42,4200,20.9,"ELEVATOR BOY                                                                                          "
1900,190001,652652,19.64,1900006526521,5530,135014100001,1,1,"WATER STREET                                                                      ",5,19.64,1,100,42,4200,42,4200,0.0,"AT SCHOOL                                                                                             "
1900,190001,652652,19.64,1900006526521,5530,135014100001,1,1,"WATER STREET                                                                      ",6,19.64,1,100,42,4200,42,4200,0.0,"AT SCHOOL                                                                                             "
1900,190001,652652,19.64,1900006526521,5530,135014100001,1,1,"WATER STREET                                                                      ",7,19.64,1,100,42,4200,42,4200,0.0,"AT SCHOOL                                                                                             "
1900,190001,652652,19.64,1900006526521,5530,135014100001,1,1,"WATER STREET                                                                      ",8,19.64,1,100,42,4200,42,4200,0.0,"                                                                                                      "
1900,190001,652652,19.64,1900006526521,5530,135014100001,1,1,"WATER STREET                                                                      ",9,19.64,1,100,28,2800,28,2800,17.5,"COMMON LABORER                                                                                        "
1900,190001,652652,19.64,1900006526521,5530,135014100001,1,1,"WATER STREET                                                                      ",10,19.64,1,100,55,5500,55,5500,46.6,"SADDLER                                                                                               "
1900,190001,652652,19.64,1900006526521,5530,135014100001,1,1,"WATER STREET                                                                      ",11,19.64,1,100,17,1700,20,2000,39.9,"HOUSE CARPENTER                                                                                       "
1900,190001,652653,19.64,1900006526531,5530,135014100001,1,1,"WATER STREET                                                                      ",1,19.64,1,100,150,15010,150,15010,17.5,"COMMON LABORER                                                                                        "
1900,190001,652653,19.64,1900006526531,5530,135014100001,1,1,"WATER STREET                                                                      ",2,19.64,1,100,150,15010,150,15010,0.0,"                                                                                                      "
1900,190001,652653,19.64,1900006526531,5530,135014100001,1,1,"WATER STREET                                                                      ",3,19.64,1,100,53,5300,41,4100,0.0,"AT SCHOOL                                                                                             "
1900,190001,652653,19.64,1900006526531,5530,135014100001,1,1,"WATER STREET                                                                      ",4,19.64,1,100,53,5300,41,4100,0.0,"AT SCHOOL                                                                                             "
1900,190001,652653,19.64,1900006526531,5530,135014100001,1,1,"WATER STREET                                                                      ",5,19.64,1,100,53,5300,41,4100,0.0,"AT SCHOOL                                                                                             "
1900,190001,652653,19.64,1900006526531,5530,135014100001,1,1,"WATER STREET                                                                      ",6,19.64,1,100,53,5300,41,4100,0.0,"AT SCHOOL                                                                                             "
1900,190001,652654,19.64,1900006526541,5530,135014100001,1,1,"MONTGOMERY ST                                                                     ",1,19.64,1,100,450,45000,450,45000,17.5,"COMMON LABORER                                                                                        "
1900,190001,652654,19.64,1900006526541,5530,135014100001,1,1,"MONTGOMERY ST                                                                     ",2,19.64,1,100,450,45000,450,45000,17.5,"COMMON LABORER                                                                                        "
1900,190001,652654,19.64,1900006526541,5530,135014100001,1,1,"MONTGOMERY ST                                                                     ",3,19.64,1,100,450,45000,450,45000,17.5,"COMMON LABORER                                                                                        "
1900,190001,652654,19.64,1900006526541,5530,135014100001,1,1,"MONTGOMERY ST                                                                     ",4,19.64,1,100,450,45000,450,45000,17.5,"COMMON LABORER                                                                                        "
1900,190001,652654,19.64,1900006526541,5530,135014100001,1,1,"MONTGOMERY ST                                                                     ",5,19.64,1,100,450,45000,450,45000,0.0,"AT SCHOOL                                                                                             "
1900,190001,652654,19.64,1900006526541,5530,135014100001,1,1,"MONTGOMERY ST                                                                     ",6,19.64,1,100,450,45000,450,45000,0.0,"AT SCHOOL                                                                                             "
1900,190001,652654,19.64,1900006526541,5530,135014100001,1,1,"MONTGOMERY ST                                                                     ",7,19.64,1,100,450,45000,450,45000,0.0,"HOUSE KEEPER                                                                                          "
1900,190001,652655,19.64,1900006526551,5530,135014100001,1,1,"W PARK                                                                            ",1,19.64,1,100,25,2500,34,3400,50.3,"MERCHANT                                                                                              "
