"YEAR","SAMPLE","SERIAL","HHWT","CLUSTER","CITY","STRATA","GQ","SAMPRULE","STREET","PERNUM","PERWT","RACE","RACED","MBPL","MBPLD","FBPL","FBPLD","PRESGL","OCCSTR"
1900,190001,652041,19.64,1900006520411,5530,134924100001,1,1,"PARK STREET NORTH                                                                 ",1,19.64,1,100,453,45300,453,45300,50.3,"CLOTHING STORE                                                                                        "
1900,190001,652041,19.64,1900006520411,5530,134924100001,1,1,"PARK STREET NORTH                                                                 ",2,19.64,1,100,453,45300,453,45300,0.0,"                                                                                                      "
1900,190001,652041,19.64,1900006520411,5530,134924100001,1,1,"PARK STREET NORTH                                                                 ",3,19.64,1,100,453,45300,453,45300,35.5,"CLERK IN NOTION HOUSE                                                                                 "
1900,190001,652041,19.64,1900006520411,5530,134924100001,1,1,"PARK STREET NORTH                                                                 ",4,19.64,1,100,453,45300,453,45300,0.0,"AT SCHOOL                                                                                             "
1900,190001,652041,19.64,1900006520411,5530,134924100001,1,1,"PARK STREET NORTH                                                                 ",5,19.64,1,100,453,45300,453,45300,0.0,"AT SCHOOL                                                                                             "
1900,190001,652041,19.64,1900006520411,5530,134924100001,1,1,"PARK STREET NORTH                                                                 ",6,19.64,1,100,453,45300,453,45300,18.9,"DOMESTIC SERVANT                                                                                      "
1900,190001,652041,19.64,1900006520411,5530,134924100001,1,1,"PARK STREET NORTH                                                                 ",7,19.64,1,100,453,45300,453,45300,32.8,"CLERK IN CLOTHING STORE                                                                               "
1900,190001,652042,19.64,1900006520421,5530,134924100001,1,1,"3RD STREET NORTH                                                                  ",1,19.64,1,100,465,46500,465,46500,50.3,"DEALER IN CIGARS ETC                                                                                  "
1900,190001,652042,19.64,1900006520421,5530,134924100001,1,1,"3RD STREET NORTH                                                                  ",2,19.64,1,100,465,46500,465,46500,0.0,"                                                                                                      "
1900,190001,652043,19.64,1900006520431,5530,134924100001,1,1,"3RD STREET NORTH                                                                  ",1,19.64,5,500,501,50100,501,50100,50.3,"RESTAURANT KEEPER                                                                                     "
1900,190001,652043,19.64,1900006520431,5530,134924100001,1,1,"3RD STREET NORTH                                                                  ",2,19.64,1,100,501,50100,501,50100,26.4,"COOK                                                                                                  "
1900,190001,652043,19.64,1900006520431,5530,134924100001,1,1,"3RD STREET NORTH                                                                  ",3,19.64,1,100,501,50100,501,50100,17.6,"DISHWASHER                                                                                            "
1900,190001,652043,19.64,1900006520431,5530,134924100001,1,1,"3RD STREET NORTH                                                                  ",4,19.64,1,100,501,50100,501,50100,17.6,"DISHWASHER                                                                                            "
1900,190001,652043,19.64,1900006520431,5530,134924100001,1,1,"3RD STREET NORTH                                                                  ",5,19.64,1,100,501,50100,501,50100,26.4,"COOK                                                                                                  "
1900,190001,652044,19.64,1900006520441,5530,134924100001,2,1,"3RD STREET NORTH                                                                  ",1,19.64,1,100,465,46500,465,46500,32.8,"CLERK CLOTHING STORE                                                                                  "
1900,190001,652044,19.64,1900006520441,5530,134924100001,2,1,"3RD STREET NORTH                                                                  ",2,19.64,1,100,501,50100,501,50100,17.6,"DISHWASHER                                                                                            "
1900,190001,652044,19.64,1900006520441,5530,134924100001,2,1,"3RD STREET NORTH                                                                  ",3,19.64,1,100,501,50100,501,50100,17.6,"DISHWASHER                                                                                            "
1900,190001,652044,19.64,1900006520441,5530,134924100001,2,1,"3RD STREET NORTH                                                                  ",4,19.64,1,100,39,3900,36,3600,17.5,"DAY LABORER                                                                                           "
1900,190001,652044,19.64,1900006520441,5530,134924100001,2,1,"3RD STREET NORTH                                                                  ",5,19.64,1,100,410,41000,410,41000,17.5,"DAY LABORER                                                                                           "
1900,190001,652044,19.64,1900006520441,5530,134924100001,2,1,"3RD STREET NORTH                                                                  ",6,19.64,1,100,410,41000,410,41000,18.3,"PEDDLER                                                                                               "
1900,190001,652044,19.64,1900006520441,5530,134924100001,2,1,"3RD STREET NORTH                                                                  ",7,19.64,1,100,411,41100,411,41100,17.5,"DAY LABORER                                                                                           "
1900,190001,652045,19.64,1900006520451,5530,134924100001,1,1,"3RD STREET NORTH                                                                  ",1,19.64,1,100,47,4700,47,4700,0.0,"                                                                                                      "
1900,190001,652045,19.64,1900006520451,5530,134924100001,1,1,"3RD STREET NORTH                                                                  ",2,19.64,1,100,453,45300,453,45300,0.0,"                                                                                                      "
1900,190001,652045,19.64,1900006520451,5530,134924100001,1,1,"3RD STREET NORTH                                                                  ",3,19.64,1,100,36,3600,453,45300,20.2,"PORTER                                                                                                "
1900,190001,652045,19.64,1900006520451,5530,134924100001,1,1,"3RD STREET NORTH                                                                  ",4,19.64,1,100,453,45300,453,45300,19.9,"BARKEEPER                                                                                             "
1900,190001,652046,19.64,1900006520461,5530,134924100001,2,1,"FOURTH ST NORTH                                                                   ",1,19.64,1,100,410,41000,410,41000,22.1,"LODGING HOUSE KEEPER                                                                                  "
1900,190001,652046,19.64,1900006520461,5530,134924100001,2,1,"FOURTH ST NORTH                                                                   ",2,19.64,1,100,47,4700,47,4700,0.0,"                                                                                                      "
1900,190001,652046,19.64,1900006520461,5530,134924100001,2,1,"FOURTH ST NORTH                                                                   ",3,19.64,1,100,19,1900,39,3900,0.0,"                                                                                                      "
1900,190001,652046,19.64,1900006520461,5530,134924100001,2,1,"FOURTH ST NORTH                                                                   ",4,19.64,1,100,17,1700,48,4800,0.0,"                                                                                                      "
1900,190001,652046,19.64,1900006520461,5530,134924100001,2,1,"FOURTH ST NORTH                                                                   ",5,19.64,1,100,53,5300,17,1700,0.0,"                                                                                                      "
1900,190001,652046,19.64,1900006520461,5530,134924100001,2,1,"FOURTH ST NORTH                                                                   ",6,19.64,1,100,42,4200,410,41000,0.0,"                                                                                                      "
1900,190001,652046,19.64,1900006520461,5530,134924100001,2,1,"FOURTH ST NORTH                                                                   ",7,19.64,1,100,411,41100,411,41100,19.9,"BARTENDER                                                                                             "
1900,190001,652046,19.64,1900006520461,5530,134924100001,2,1,"FOURTH ST NORTH                                                                   ",8,19.64,1,100,36,3600,36,3600,19.9,"BARTENDER                                                                                             "
1900,190001,652046,19.64,1900006520461,5530,134924100001,2,1,"FOURTH ST NORTH                                                                   ",9,19.64,1,100,6,600,6,600,0.0,"                                                                                                      "
1900,190001,652047,19.64,1900006520471,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,453,45300,453,45300,17.6,"CHAMBERMAID                                                                                           "
1900,190001,652048,19.64,1900006520481,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,453,45300,453,45300,46.0,"MUSICIAN                                                                                              "
1900,190001,652049,19.64,1900006520491,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,150,15010,150,15010,19.9,"BARTENDER                                                                                             "
1900,190001,652050,19.64,1900006520501,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,414,41400,414,41400,17.5,"DAY LABORER                                                                                           "
1900,190001,652051,19.64,1900006520511,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,405,40500,405,40500,17.5,"DAY LABORER                                                                                           "
1900,190001,652052,19.64,1900006520521,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,25,2500,410,41000,29.8,"PAINTER                                                                                               "
1900,190001,652053,19.64,1900006520531,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,42,4200,39,3900,29.8,"PAINTER                                                                                               "
1900,190001,652054,19.64,1900006520541,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,414,41400,414,41400,29.8,"PAINTER                                                                                               "
1900,190001,652055,19.64,1900006520551,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,453,45300,453,45300,17.5,"DAY LABORER                                                                                           "
1900,190001,652056,19.64,1900006520561,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,414,41400,414,41400,34.7,"R R BRAKEMAN                                                                                          "
1900,190001,652057,19.64,1900006520571,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,50,5000,25,2500,34.7,"R R BRAKEMAN                                                                                          "
1900,190001,652058,19.64,1900006520581,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,39,3900,42,4200,39.9,"CARPENTER                                                                                             "
1900,190001,652059,19.64,1900006520591,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,404,40400,404,40400,17.5,"DAY LABORER                                                                                           "
1900,190001,652060,19.64,1900006520601,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,405,40500,405,40500,17.5,"R R NEWSAGENT                                                                                         "
1900,190001,652061,19.64,1900006520611,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,18,1800,18,1800,34.7,"R R BRAKEMAN                                                                                          "
1900,190001,652062,19.64,1900006520621,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,5,500,5,500,32.1,"TEAMSTER                                                                                              "
1900,190001,652063,19.64,1900006520631,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,453,45300,39,3900,17.5,"DAY LABORER                                                                                           "
1900,190001,652064,19.64,1900006520641,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,150,15010,150,15080,17.5,"DAY LABORER                                                                                           "
1900,190001,652065,19.64,1900006520651,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,19,1900,29,2900,32.8,"CLERK IN STORE                                                                                        "
1900,190001,652066,19.64,1900006520661,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,453,45300,453,45300,32.8,"CLERK IN STORE                                                                                        "
1900,190001,652067,19.64,1900006520671,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,453,45300,453,45300,17.5,"DAY LABORER                                                                                           "
1900,190001,652068,19.64,1900006520681,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,453,45300,453,45300,16.1,"JANITOR                                                                                               "
1900,190001,652069,19.64,1900006520691,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,51,5100,51,5100,19.9,"BARTENDER                                                                                             "
1900,190001,652070,19.64,1900006520701,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,39,3900,39,3900,17.5,"DAY LABORER                                                                                           "
1900,190001,652071,19.64,1900006520711,5530,134924100001,4,4,"THIRD STREET NORTH                                                                ",1,19.64,1,100,39,3900,42,4200,17.5,"DAY LABORER                                                                                           "
1900,190001,652072,19.64,1900006520721,5530,134924100001,4,3,"3RD STREET NORTH                                                                  ",1,19.64,1,100,9,900,50,5000,22.1,"LODGING HOUSE KEEPER                                                                                  "
1900,190001,652072,19.64,1900006520721,5530,134924100001,4,3,"3RD STREET NORTH                                                                  ",2,19.64,1,100,26,2600,26,2600,0.0,"                                                                                                      "
1900,190001,652072,19.64,1900006520721,5530,134924100001,4,3,"3RD STREET NORTH                                                                  ",3,19.64,1,100,26,2600,36,3600,0.0,"                                                                                                      "
1900,190001,652072,19.64,1900006520721,5530,134924100001,4,3,"3RD STREET NORTH                                                                  ",4,19.64,1,100,26,2600,36,3600,35.5,"CLERK IN LODGING H                                                                                    "
1900,190001,652072,19.64,1900006520721,5530,134924100001,4,3,"3RD STREET NORTH                                                                  ",5,19.64,1,100,18,1800,18,1800,35.5,"LODGING HOUSE CLERK                                                                                   "
1900,190001,652073,19.64,1900006520731,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,42,4200,51,5100,26.3,"MINER                                                                                                 "
1900,190001,652074,19.64,1900006520741,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,25,2500,25,2500,28.4,"BILL POSTER                                                                                           "
1900,190001,652075,19.64,1900006520751,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,19,1900,19,1900,20.3,"WAITER                                                                                                "
1900,190001,652076,19.64,1900006520761,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,405,40500,405,40500,0.0,"                                                                                                      "
1900,190001,652077,19.64,1900006520771,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,405,40500,405,40500,46.0,"MUSICIAN                                                                                              "
1900,190001,652078,19.64,1900006520781,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,29,2900,29,2900,0.0,"                                                                                                      "
1900,190001,652079,19.64,1900006520791,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,25,2500,50,5000,29.2,"SHIPPING CLERK                                                                                        "
1900,190001,652080,19.64,1900006520801,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,39,3900,39,3900,24.4,"LONG SHOREMAN                                                                                         "
1900,190001,652081,19.64,1900006520811,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,17,1700,18,1800,24.4,"LONG SHOREMAN                                                                                         "
1900,190001,652082,19.64,1900006520821,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,36,3600,36,3600,17.5,"DAY LABORER                                                                                           "
1900,190001,652083,19.64,1900006520831,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,421,42100,421,42100,55.0,"ACTOR                                                                                                 "
1900,190001,652084,19.64,1900006520841,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,410,41000,410,41000,17.5,"DAY LABORER                                                                                           "
1900,190001,652085,19.64,1900006520851,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,405,40500,405,40500,26.4,"LUMBERMAN                                                                                             "
1900,190001,652086,19.64,1900006520861,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,405,40500,405,40500,24.4,"LONGSHOREMAN                                                                                          "
1900,190001,652087,19.64,1900006520871,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,2,200,1,100,5,500,20.3,"R R CAR WAITER                                                                                        "
1900,190001,652088,19.64,1900006520881,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,400,40000,36,3600,17.5,"DAY LABORER                                                                                           "
1900,190001,652089,19.64,1900006520891,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,18,1800,17,1700,26.4,"COOK                                                                                                  "
1900,190001,652090,19.64,1900006520901,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,39,3900,36,3600,17.5,"DAY LABORER                                                                                           "
1900,190001,652091,19.64,1900006520911,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,36,3600,50,5000,28.4,"SHOEMAKER                                                                                             "
1900,190001,652092,19.64,1900006520921,5530,134924100001,4,4,"3RD STREET NORTH                                                                  ",1,19.64,1,100,453,45300,36,3600,17.5,"DAY LABORER                                                                                           "
1900,190001,652093,19.64,1900006520931,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,50,5000,23,2300,17.5,"DAY LABORER                                                                                           "
1900,190001,652094,19.64,1900006520941,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,26,2600,50,5000,26.4,"WOOD CHOPPER                                                                                          "
1900,190001,652095,19.64,1900006520951,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,6,600,29,2900,17.5,"R R LABORER                                                                                           "
1900,190001,652096,19.64,1900006520961,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,36,3600,36,3600,17.5,"R R LABORER                                                                                           "
1900,190001,652097,19.64,1900006520971,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,414,41400,414,41400,17.5,"DAY LABORER                                                                                           "
1900,190001,652098,19.64,1900006520981,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,9,900,44,4400,17.5,"R R LABORER                                                                                           "
1900,190001,652099,19.64,1900006520991,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,18,1800,18,1800,17.5,"DAY LABORER                                                                                           "
1900,190001,652100,19.64,1900006521001,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,51,5100,17,1700,17.5,"DAY LABORER                                                                                           "
1900,190001,652101,19.64,1900006521011,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,150,15010,150,15010,17.5,"DAY LABORER                                                                                           "
1900,190001,652102,19.64,1900006521021,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,39,3900,39,3900,17.5,"DAY LABORER                                                                                           "
1900,190001,652103,19.64,1900006521031,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,405,40500,405,40500,17.5,"DAY LABORER                                                                                           "
1900,190001,652104,19.64,1900006521041,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,36,3600,405,40500,17.5,"DAY LABORER                                                                                           "
1900,190001,652105,19.64,1900006521051,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,50,5000,25,2500,17.5,"DAY LABORER                                                                                           "
1900,190001,652106,19.64,1900006521061,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,29,2900,21,2100,17.5,"DAY LABORER                                                                                           "
1900,190001,652107,19.64,1900006521071,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,29,2900,20,2000,32.1,"TEAMSTER                                                                                              "
1900,190001,652108,19.64,1900006521081,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,50,5000,50,5000,16.1,"JANITOR                                                                                               "
1900,190001,652109,19.64,1900006521091,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,36,3600,414,41400,17.5,"R R LABORER                                                                                           "
1900,190001,652110,19.64,1900006521101,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,21,2100,414,41400,17.5,"R R LABORER                                                                                           "
1900,190001,652111,19.64,1900006521111,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,22,2200,13,1300,20.3,"WAITER                                                                                                "
1900,190001,652112,19.64,1900006521121,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,453,45300,453,45300,17.5,"DAY LABORER                                                                                           "
1900,190001,652113,19.64,1900006521131,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,29,2900,29,2900,17.5,"DAY LABORER                                                                                           "
1900,190001,652114,19.64,1900006521141,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,36,3600,36,3600,17.6,"DISHWASHER                                                                                            "
1900,190001,652115,19.64,1900006521151,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,414,41400,414,41400,24.4,"LONGSHOREMAN                                                                                          "
1900,190001,652116,19.64,1900006521161,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,41,4100,17,1700,24.4,"LONGSHOREMAN                                                                                          "
1900,190001,652117,19.64,1900006521171,5530,134924100001,4,4,"SECOND STREET NORTH                                                               ",1,19.64,1,100,36,3600,34,3400,24.4,"LONGSHOREMAN                                                                                          "
1900,190001,652118,19.64,1900006521181,5530,134924100001,1,1,"10TH                                                                              ",1,19.64,1,100,53,5300,53,5300,32.8,"SALESMAN CARPETS                                                                                      "
1900,190001,652118,19.64,1900006521181,5530,134924100001,1,1,"10TH                                                                              ",2,19.64,1,100,6,600,6,600,41.2,"TAILOR                                                                                                "
1900,190001,652118,19.64,1900006521181,5530,134924100001,1,1,"10TH                                                                              ",3,19.64,1,100,6,600,6,600,0.0,"AT SCHOOL                                                                                             "
1900,190001,652119,19.64,1900006521191,5530,134924100001,1,1,"10TH                                                                              ",1,19.64,1,100,453,45300,453,45300,28.4,"IRON PIPE WORKER                                                                                      "
1900,190001,652119,19.64,1900006521191,5530,134924100001,1,1,"10TH                                                                              ",2,19.64,1,100,453,45300,453,45300,0.0,"                                                                                                      "
1900,190001,652119,19.64,1900006521191,5530,134924100001,1,1,"10TH                                                                              ",3,19.64,1,100,453,45300,453,45300,17.5,"LABORER ROLLING MILL                                                                                  "
1900,190001,652119,19.64,1900006521191,5530,134924100001,1,1,"10TH                                                                              ",4,19.64,1,100,36,3600,26,2600,20.2,"PORTER                                                                                                "
1900,190001,652120,19.64,1900006521201,5530,134924100001,1,1,"N PARK                                                                            ",1,19.64,1,100,453,45300,453,45300,44.0,"REAL ESTATE AGT                                                                                       "
1900,190001,652120,19.64,1900006521201,5530,134924100001,1,1,"N PARK                                                                            ",2,19.64,1,100,453,45300,453,45300,0.0,"                                                                                                      "
1900,190001,652120,19.64,1900006521201,5530,134924100001,1,1,"N PARK                                                                            ",3,19.64,1,100,453,45300,453,45300,32.8,"COM TRAV TINWARE CROCKERY                                                                             "
1900,190001,652120,19.64,1900006521201,5530,134924100001,1,1,"N PARK                                                                            ",4,19.64,1,100,453,45300,453,45300,32.8,"SALESMAN CROCKERY                                                                                     "
1900,190001,652120,19.64,1900006521201,5530,134924100001,1,1,"N PARK                                                                            ",5,19.64,1,100,453,45300,453,45300,0.0,"                                                                                                      "
1900,190001,652120,19.64,1900006521201,5530,134924100001,1,1,"N PARK                                                                            ",6,19.64,1,100,453,45300,453,45300,0.0,"AT SCHOOL                                                                                             "
1900,190001,652120,19.64,1900006521201,5530,134924100001,1,1,"N PARK                                                                            ",7,19.64,1,100,453,45300,453,45300,32.8,"LOTTERY AGENT                                                                                         "
1900,190001,652120,19.64,1900006521201,5530,134924100001,1,1,"N PARK                                                                            ",8,19.64,1,100,405,40500,405,40500,18.9,"SERVANT                                                                                               "
1900,190001,652120,19.64,1900006521201,5530,134924100001,1,1,"N PARK                                                                            ",9,19.64,1,100,25,2500,25,2500,0.0,"AT SCHOOL P BUSINESS COLLEGE                                                                          "
1900,190001,652120,19.64,1900006521201,5530,134924100001,1,1,"N PARK                                                                            ",10,19.64,1,100,453,45300,453,45300,0.0,"                                                                                                      "
1900,190001,652120,19.64,1900006521201,5530,134924100001,1,1,"N PARK                                                                            ",11,19.64,1,100,36,3600,26,2600,26.3,"MINER                                                                                                 "
1900,190001,652121,19.64,1900006521211,5530,134924100001,1,1,"N PARK                                                                            ",1,19.64,1,100,453,45300,453,45300,16.1,"SEXTON SYNAGOGUE                                                                                      "
1900,190001,652121,19.64,1900006521211,5530,134924100001,1,1,"N PARK                                                                            ",2,19.64,1,100,453,45300,453,45300,0.0,"                                                                                                      "
1900,190001,652121,19.64,1900006521211,5530,134924100001,1,1,"N PARK                                                                            ",3,19.64,1,100,421,42100,453,45300,32.8,"CLERK CIGAR STORE                                                                                     "
1900,190001,652121,19.64,1900006521211,5530,134924100001,1,1,"N PARK                                                                            ",4,19.64,1,100,421,42100,453,45300,50.3,"CIGAR STORE PROP                                                                                      "
1900,190001,652121,19.64,1900006521211,5530,134924100001,1,1,"N PARK                                                                            ",5,19.64,1,100,421,42100,453,45300,32.8,"CLERK CIGAR STORE                                                                                     "
1900,190001,652121,19.64,1900006521211,5530,134924100001,1,1,"N PARK                                                                            ",6,19.64,1,100,421,42100,453,45300,49.2,"ELECTRICIAN                                                                                           "
1900,190001,652121,19.64,1900006521211,5530,134924100001,1,1,"N PARK                                                                            ",7,19.64,1,100,411,41100,411,41100,30.2,"FISHERMAN                                                                                             "
1900,190001,652122,19.64,1900006521221,5530,134924100001,4,1,"BURNSIDE                                                                          ",1,19.64,1,100,421,42100,421,42100,50.3,"SALOON KEEPER                                                                                         "
1900,190001,652122,19.64,1900006521221,5530,134924100001,4,1,"BURNSIDE                                                                          ",2,19.64,1,100,421,42100,421,42100,18.9,"HOUSE MAID                                                                                            "
1900,190001,652122,19.64,1900006521221,5530,134924100001,4,1,"BURNSIDE                                                                          ",3,19.64,1,100,410,41000,410,41000,18.9,"HOUSE MAID                                                                                            "
1900,190001,652122,19.64,1900006521221,5530,134924100001,4,1,"BURNSIDE                                                                          ",4,19.64,1,100,18,1800,18,1800,18.9,"HOUSE MAID                                                                                            "
1900,190001,652122,19.64,1900006521221,5530,134924100001,4,1,"BURNSIDE                                                                          ",5,19.64,1,100,25,2500,41,4100,18.9,"HOUSE MAID                                                                                            "
1900,190001,652122,19.64,1900006521221,5530,134924100001,4,1,"BURNSIDE                                                                          ",6,19.64,1,100,410,41000,410,41000,20.2,"PORTER STORE                                                                                          "
1900,190001,652122,19.64,1900006521221,5530,134924100001,4,1,"BURNSIDE                                                                          ",7,19.64,1,100,42,4200,42,4200,38.3,"HOUSE OWNER                                                                                           "
1900,190001,652122,19.64,1900006521221,5530,134924100001,4,1,"BURNSIDE                                                                          ",8,19.64,1,100,410,41000,411,41100,0.0,"NO OCCUPATION                                                                                         "
1900,190001,652123,19.64,1900006521231,5530,134924100001,4,1,"BURNSIDE                                                                          ",1,19.64,1,100,404,40400,404,40400,50.3,"FRUITS & CONFEC STORE                                                                                 "
1900,190001,652123,19.64,1900006521231,5530,134924100001,4,1,"BURNSIDE                                                                          ",2,19.64,1,100,404,40400,405,40500,0.0,"                                                                                                      "
1900,190001,652123,19.64,1900006521231,5530,134924100001,4,1,"BURNSIDE                                                                          ",3,19.64,1,100,405,40500,405,40500,33.7,"DECK HAND                                                                                             "
1900,190001,652123,19.64,1900006521231,5530,134924100001,4,1,"BURNSIDE                                                                          ",4,19.64,1,100,405,40500,404,40400,28.4,"TENT MAKER                                                                                            "
1900,190001,652123,19.64,1900006521231,5530,134924100001,4,1,"BURNSIDE                                                                          ",5,19.64,1,100,404,40400,404,40400,29.8,"PAINTER                                                                                               "
1900,190001,652123,19.64,1900006521231,5530,134924100001,4,1,"BURNSIDE                                                                          ",6,19.64,1,100,453,45300,453,45300,0.0,"INCOME                                                                                                "
1900,190001,652124,19.64,1900006521241,5530,134924100001,4,5,"BURNSIDE                                                                          ",1,19.64,1,100,453,45300,453,45300,47.6,"BOOK KEEPER                                                                                           "
1900,190001,652125,19.64,1900006521251,5530,134924100001,4,1,"N 3RD                                                                             ",1,19.64,1,100,23,2300,23,2300,50.3,"STORE KEEPER                                                                                          "
1900,190001,652125,19.64,1900006521251,5530,134924100001,4,1,"N 3RD                                                                             ",2,19.64,1,100,414,41400,414,41400,0.0,"                                                                                                      "
1900,190001,652126,19.64,1900006521261,5530,134924100001,4,1,"N 3RD                                                                             ",1,19.64,1,100,426,42600,426,42600,22.1,"LODG H KEEPER                                                                                         "
1900,190001,652126,19.64,1900006521261,5530,134924100001,4,1,"N 3RD                                                                             ",2,19.64,1,100,453,45300,453,45300,0.0,"                                                                                                      "
1900,190001,652126,19.64,1900006521261,5530,134924100001,4,1,"N 3RD                                                                             ",3,19.64,1,100,411,41100,54,5400,50.3,"RESTAURANT KEEPER                                                                                     "
1900,190001,652126,19.64,1900006521261,5530,134924100001,4,1,"N 3RD                                                                             ",4,19.64,1,100,13,1300,411,41100,0.0,"                                                                                                      "
1900,190001,652127,19.64,1900006521271,5530,134924100001,1,1,"BURNSIDE                                                                          ",1,19.64,1,100,37,3700,37,3700,0.0,"INCOME                                                                                                "
1900,190001,652128,19.64,1900006521281,5530,134924100001,1,1,"BURNSIDE                                                                          ",1,19.64,1,100,51,5100,42,4200,19.9,"BARTENDER                                                                                             "
